Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.00000000000e+003,-9.99224590777e+001
+1.01800975118e+003,-1.00001417502e+002
+1.03634385350e+003,-1.02386252249e+002
+1.05500814844e+003,-1.02463380068e+002
+1.07400858268e+003,-1.02905476915e+002
+1.09335121002e+003,-1.05667315301e+002
+1.11304219327e+003,-1.05742386593e+002
+1.13308780622e+003,-1.06210367026e+002
+1.15349443568e+003,-1.06210242429e+002
+1.17426858345e+003,-1.06272576058e+002
+1.19541686846e+003,-1.03287909648e+002
+1.21694602882e+003,-9.95878150260e+001
+1.23886292399e+003,-9.96486088331e+001
+1.26117453700e+003,-9.91711887370e+001
+1.28388797661e+003,-9.89215894756e+001
+1.30701047961e+003,-1.00319155077e+002
+1.33054941314e+003,-1.01424507497e+002
+1.35451227700e+003,-1.01449075657e+002
+1.37890670608e+003,-1.03954924382e+002
+1.40374047276e+003,-1.05900931253e+002
+1.42902148939e+003,-1.03746425211e+002
+1.45475781085e+003,-1.03076515174e+002
+1.48095763705e+003,-1.03610599464e+002
+1.50762931560e+003,-1.04832367190e+002
+1.53478134445e+003,-1.04855632510e+002
+1.56242237458e+003,-1.09228502967e+002
+1.59056121278e+003,-1.09931470089e+002
+1.61920682446e+003,-1.05081485793e+002
+1.64836833648e+003,-1.01777505166e+002
+1.67805504007e+003,-1.00274010155e+002
+1.70827639381e+003,-9.96609433206e+001
+1.73904202661e+003,-1.02202891534e+002
+1.77036174080e+003,-1.04094423843e+002
+1.80224551525e+003,-1.04158244169e+002
+1.83470350855e+003,-1.02073289792e+002
+1.86774606222e+003,-1.02103827623e+002
+1.90138370407e+003,-1.05291241095e+002
+1.93562715148e+003,-1.04146379136e+002
+1.97048731486e+003,-1.03345515686e+002
+2.00597530110e+003,-1.00855041849e+002
+2.04210241715e+003,-1.01351596792e+002
+2.07888017356e+003,-1.03604774550e+002
+2.11632028822e+003,-1.04990707157e+002
+2.15443469003e+003,-1.03319231844e+002
+2.19323552273e+003,-1.01878464914e+002
+2.23273514878e+003,-1.02238270520e+002
+2.27294615326e+003,-1.06760875563e+002
+2.31388134792e+003,-1.03658345221e+002
+2.35555377526e+003,-1.01238630682e+002
+2.39797671264e+003,-1.03060102960e+002
+2.44116367658e+003,-1.06275868356e+002
+2.48512842698e+003,-1.05203457767e+002
+2.52988497160e+003,-1.01717752722e+002
+2.57544757045e+003,-9.99184019718e+001
+2.62183074038e+003,-1.00464186907e+002
+2.66904925965e+003,-1.01899101456e+002
+2.71711817270e+003,-1.01608481812e+002
+2.76605279492e+003,-1.03637997004e+002
+2.81586871751e+003,-1.04715260382e+002
+2.86658181246e+003,-1.03349511377e+002
+2.91820823764e+003,-1.02056188594e+002
+2.97076444190e+003,-1.01047811843e+002
+3.02426717031e+003,-1.00668848669e+002
+3.07873346955e+003,-1.02479074209e+002
+3.13418069329e+003,-1.02973225138e+002
+3.19062650773e+003,-1.06251433800e+002
+3.24808889724e+003,-1.04189513474e+002
+3.30658617009e+003,-1.05558646660e+002
+3.36613696427e+003,-1.06318012853e+002
+3.42676025343e+003,-1.00880843333e+002
+3.48847535295e+003,-1.05221701086e+002
+3.55130192606e+003,-1.02570732559e+002
+3.61525999011e+003,-1.03379174368e+002
+3.68036992298e+003,-1.01876847866e+002
+3.74665246955e+003,-1.04301066867e+002
+3.81412874828e+003,-1.03460472962e+002
+3.88282025801e+003,-1.09245488623e+002
+3.95274888473e+003,-1.03672281548e+002
+4.02393690862e+003,-1.03752025514e+002
+4.09640701111e+003,-1.03826442050e+002
+4.17018228212e+003,-1.00738578162e+002
+4.24528622739e+003,-1.04274149981e+002
+4.32174277604e+003,-1.04077010049e+002
+4.39957628810e+003,-1.03588701069e+002
+4.47881156235e+003,-1.02647620794e+002
+4.55947384417e+003,-1.01725437905e+002
+4.64158883361e+003,-1.04253556481e+002
+4.72518269359e+003,-1.04333679408e+002
+4.81028205818e+003,-1.01604745074e+002
+4.89691404115e+003,-1.01195232302e+002
+4.98510624459e+003,-1.03928193931e+002
+5.07488676766e+003,-1.02006811140e+002
+5.16628421561e+003,-1.03635259318e+002
+5.25932770886e+003,-1.02384215369e+002
+5.35404689227e+003,-1.04912210632e+002
+5.45047194461e+003,-1.02583067785e+002
+5.54863358815e+003,-1.03706748743e+002
+5.64856309846e+003,-1.04665570356e+002
+5.75029231439e+003,-1.05857542371e+002
+5.85385364818e+003,-1.03654880199e+002
+5.95928009583e+003,-1.02951893870e+002
+6.06660524757e+003,-1.04141777761e+002
+6.17586329859e+003,-1.06711853493e+002
+6.28708905992e+003,-1.04406772585e+002
+6.40031796953e+003,-1.01630362383e+002
+6.51558610364e+003,-1.03855391815e+002
+6.63293018816e+003,-1.00998981711e+002
+6.75238761044e+003,-1.06060704203e+002
+6.87399643118e+003,-1.03846274238e+002
+6.99779539652e+003,-1.03391947721e+002
+7.12382395042e+003,-1.01431198960e+002
+7.25212224722e+003,-1.01972832812e+002
+7.38273116442e+003,-1.05130014307e+002
+7.51569231572e+003,-1.06837372015e+002
+7.65104806427e+003,-1.03277225203e+002
+7.78884153618e+003,-1.01923021175e+002
+7.92911663423e+003,-1.02189808286e+002
+8.07191805189e+003,-1.02069042339e+002
+8.21729128755e+003,-1.01961855042e+002
+8.36528265901e+003,-1.04586500628e+002
+8.51593931825e+003,-1.03633393661e+002
+8.66930926644e+003,-1.05908684390e+002
+8.82544136923e+003,-1.04284373595e+002
+8.98438537235e+003,-1.05420441019e+002
+9.14619191741e+003,-1.03185305080e+002
+9.31091255809e+003,-1.03629368142e+002
+9.47859977652e+003,-1.05048322623e+002
+9.64930700003e+003,-1.03718097140e+002
+9.82308861817e+003,-1.04650962189e+002
+1.00000000000e+004,-1.06215030636e+002
+1.01800975118e+004,-1.06896017153e+002
+1.03634385350e+004,-1.06599975088e+002
+1.05500814844e+004,-1.05327406643e+002
+1.07400858268e+004,-1.04138941806e+002
+1.09335121002e+004,-1.06867393020e+002
+1.11304219327e+004,-1.04973701930e+002
+1.13308780622e+004,-1.04648631382e+002
+1.15349443568e+004,-1.02980059153e+002
+1.17426858345e+004,-1.06428599604e+002
+1.19541686846e+004,-1.05927155583e+002
+1.21694602882e+004,-1.06048067602e+002
+1.23886292399e+004,-1.05583736289e+002
+1.26117453700e+004,-1.04971504327e+002
+1.28388797661e+004,-1.04895134664e+002
+1.30701047961e+004,-1.05082768789e+002
+1.33054941314e+004,-1.04953347794e+002
+1.35451227700e+004,-1.04439686416e+002
+1.37890670608e+004,-1.05571110802e+002
+1.40374047276e+004,-1.05916483105e+002
+1.42902148939e+004,-1.06291505906e+002
+1.45475781085e+004,-1.07972576864e+002
+1.48095763705e+004,-1.09279254846e+002
+1.50762931560e+004,-1.10712106293e+002
+1.53478134445e+004,-1.14073257935e+002
+1.56242237458e+004,-1.19321416968e+002
+1.59056121278e+004,-1.22516093736e+002
+1.61920682446e+004,-1.23785534838e+002
+1.64836833648e+004,-1.25791280471e+002
+1.67805504007e+004,-1.27752314538e+002
+1.70827639381e+004,-1.28657691063e+002
+1.73904202661e+004,-1.28939209035e+002
+1.77036174080e+004,-1.29119992189e+002
+1.80224551525e+004,-1.29164016522e+002
+1.83470350855e+004,-1.29182028058e+002
+1.86774606222e+004,-1.29298135739e+002
+1.90138370407e+004,-1.29562154935e+002
+1.93562715148e+004,-1.29735330517e+002
+1.97048731486e+004,-1.29728662892e+002
+2.00597530110e+004,-1.29727741165e+002
+2.04210241715e+004,-1.30185848734e+002
+2.07888017356e+004,-1.30025896146e+002
+2.11632028822e+004,-1.30206665060e+002
+2.15443469003e+004,-1.30283955686e+002
+2.19323552273e+004,-1.30303770446e+002
+2.23273514878e+004,-1.30573368466e+002
+2.27294615326e+004,-1.30533328966e+002
+2.31388134792e+004,-1.30677229105e+002
+2.35555377526e+004,-1.30646883152e+002
+2.39797671264e+004,-1.30773958737e+002
+2.44116367658e+004,-1.30858995015e+002
+2.48512842698e+004,-1.30967508851e+002
+2.52988497160e+004,-1.31160892787e+002
+2.57544757045e+004,-1.31311352928e+002
+2.62183074038e+004,-1.31265693491e+002
+2.66904925965e+004,-1.31218204698e+002
+2.71711817270e+004,-1.31116363547e+002
+2.76605279492e+004,-1.31203472184e+002
+2.81586871751e+004,-1.31478553112e+002
+2.86658181246e+004,-1.31546871832e+002
+2.91820823764e+004,-1.31447571162e+002
+2.97076444190e+004,-1.31564462034e+002
+3.02426717031e+004,-1.31724665478e+002
+3.07873346955e+004,-1.31669864282e+002
+3.13418069329e+004,-1.31566760343e+002
+3.19062650773e+004,-1.31763869658e+002
+3.24808889724e+004,-1.31839747383e+002
+3.30658617009e+004,-1.31711695208e+002
+3.36613696427e+004,-1.31968751993e+002
+3.42676025343e+004,-1.32162677978e+002
+3.48847535295e+004,-1.32078706983e+002
+3.55130192606e+004,-1.32252317394e+002
+3.61525999011e+004,-1.32360974384e+002
+3.68036992298e+004,-1.32261085791e+002
+3.74665246955e+004,-1.32384039732e+002
+3.81412874828e+004,-1.32238719923e+002
+3.88282025801e+004,-1.32240067748e+002
+3.95274888473e+004,-1.32298378940e+002
+4.02393690862e+004,-1.32164938627e+002
+4.09640701111e+004,-1.32180950319e+002
+4.17018228212e+004,-1.32467052749e+002
+4.24528622739e+004,-1.32355390111e+002
+4.32174277604e+004,-1.09590244287e+002
+4.39957628810e+004,-1.17357898937e+002
+4.47881156235e+004,-1.32444592296e+002
+4.55947384417e+004,-1.32454247283e+002
+4.64158883361e+004,-1.32463390196e+002
+4.72518269359e+004,-1.32333339159e+002
+4.81028205818e+004,-1.32305789128e+002
+4.89691404115e+004,-1.32452179812e+002
+4.98510624459e+004,-1.32428148743e+002
+5.07488676766e+004,-1.32574414296e+002
+5.16628421561e+004,-1.32580262974e+002
+5.25932770886e+004,-1.32530470733e+002
+5.35404689227e+004,-1.32454841336e+002
+5.45047194461e+004,-1.32608526414e+002
+5.54863358815e+004,-1.32577538274e+002
+5.64856309846e+004,-1.32892090268e+002
+5.75029231439e+004,-1.32872577001e+002
+5.85385364818e+004,-1.32936222399e+002
+5.95928009583e+004,-1.33091738589e+002
+6.06660524757e+004,-1.33231752459e+002
+6.17586329859e+004,-1.33323203107e+002
+6.28708905992e+004,-1.33686520104e+002
+6.40031796953e+004,-1.33847141721e+002
+6.51558610364e+004,-1.33838012649e+002
+6.63293018816e+004,-1.34150962188e+002
+6.75238761044e+004,-1.34040620480e+002
+6.87399643118e+004,-1.34458768210e+002
+6.99779539652e+004,-1.34828899732e+002
+7.12382395042e+004,-1.34949436273e+002
+7.25212224722e+004,-1.35086031920e+002
+7.38273116442e+004,-1.35230094064e+002
+7.51569231572e+004,-1.35584669227e+002
+7.65104806427e+004,-1.35838586558e+002
+7.78884153618e+004,-1.35985484496e+002
+7.92911663423e+004,-1.36188292111e+002
+8.07191805189e+004,-1.36469194874e+002
+8.21729128755e+004,-1.36652404964e+002
+8.36528265901e+004,-1.36061827271e+002
+8.51593931825e+004,-1.36469433067e+002
+8.66930926644e+004,-1.13646993658e+002
+8.82544136923e+004,-1.37450531965e+002
+8.98438537235e+004,-1.38034019154e+002
+9.14619191741e+004,-1.38422091774e+002
+9.31091255809e+004,-1.38872726354e+002
+9.47859977652e+004,-1.39057476898e+002
+9.64930700003e+004,-1.39366034684e+002
+9.82308861817e+004,-1.39673140040e+002
+1.00000000000e+005,-1.39934385356e+002
+1.01800975118e+005,-1.40203935839e+002
+1.03634385350e+005,-1.40561703429e+002
+1.05500814844e+005,-1.40924466285e+002
+1.07400858268e+005,-1.41202357247e+002
+1.09335121002e+005,-1.41333422396e+002
+1.11304219327e+005,-1.41407514299e+002
+1.13308780622e+005,-1.41746022193e+002
+1.15349443568e+005,-1.42593116290e+002
+1.17426858345e+005,-1.43077222790e+002
+1.19541686846e+005,-1.43312541157e+002
+1.21694602882e+005,-1.43646209989e+002
+1.23886292399e+005,-1.43861102704e+002
+1.26117453700e+005,-1.42467281965e+002
+1.28388797661e+005,-1.27729686976e+002
+1.30701047961e+005,-1.22225831294e+002
+1.33054941314e+005,-1.35938710071e+002
+1.35451227700e+005,-1.45444553476e+002
+1.37890670608e+005,-1.45740124712e+002
+1.40374047276e+005,-1.46439792183e+002
+1.42902148939e+005,-1.46851046547e+002
+1.45475781085e+005,-1.47246204974e+002
+1.48095763705e+005,-1.47772146663e+002
+1.50762931560e+005,-1.47849106209e+002
+1.53478134445e+005,-1.48521944561e+002
+1.56242237458e+005,-1.48741973762e+002
+1.59056121278e+005,-1.49292198015e+002
+1.61920682446e+005,-1.49332004677e+002
+1.64836833648e+005,-1.49527733924e+002
+1.67805504007e+005,-1.49743729397e+002
+1.70827639381e+005,-1.31357793450e+002
+1.73904202661e+005,-1.24346930225e+002
+1.77036174080e+005,-1.32058046799e+002
+1.80224551525e+005,-1.50790507864e+002
+1.83470350855e+005,-1.51161583621e+002
+1.86774606222e+005,-1.50973776850e+002
+1.90138370407e+005,-1.51663782960e+002
+1.93562715148e+005,-1.51598793264e+002
+1.97048731486e+005,-1.51557626694e+002
+2.00597530110e+005,-1.51791324839e+002
+2.04210241715e+005,-1.52002011409e+002
+2.07888017356e+005,-1.51544624847e+002
+2.11632028822e+005,-1.52096038184e+002
+2.15443469003e+005,-1.31749841499e+002
+2.19323552273e+005,-1.31192927692e+002
+2.23273514878e+005,-1.52543112183e+002
+2.27294615326e+005,-1.52705393070e+002
+2.31388134792e+005,-1.53115168434e+002
+2.35555377526e+005,-1.52746491474e+002
+2.39797671264e+005,-1.53168262685e+002
+2.44116367658e+005,-1.53719762322e+002
+2.48512842698e+005,-1.53111319369e+002
+2.52988497160e+005,-1.53238142819e+002
+2.57544757045e+005,-1.33219420137e+002
+2.62183074038e+005,-1.32024833689e+002
+2.66904925965e+005,-1.54195437277e+002
+2.71711817270e+005,-1.53815014869e+002
+2.76605279492e+005,-1.53978236792e+002
+2.81586871751e+005,-1.52724759303e+002
+2.86658181246e+005,-1.54872509168e+002
+2.91820823764e+005,-1.54841369509e+002
+2.97076444190e+005,-1.54264533066e+002
+3.02426717031e+005,-1.30775827014e+002
+3.07873346955e+005,-1.36015278068e+002
+3.13418069329e+005,-1.55414101498e+002
+3.19062650773e+005,-1.55308728672e+002
+3.24808889724e+005,-1.55263483364e+002
+3.30658617009e+005,-1.55655191417e+002
+3.36613696427e+005,-1.56017519024e+002
+3.42676025343e+005,-1.36885424841e+002
+3.48847535295e+005,-1.32001106679e+002
+3.55130192606e+005,-1.55938569259e+002
+3.61525999011e+005,-1.56646976393e+002
+3.68036992298e+005,-1.56104808586e+002
+3.74665246955e+005,-1.57011401622e+002
+3.81412874828e+005,-1.56522716316e+002
+3.88282025801e+005,-1.31915404207e+002
+3.95274888473e+005,-1.41994433235e+002
+4.02393690862e+005,-1.56943017867e+002
+4.09640701111e+005,-1.57592775935e+002
+4.17018228212e+005,-1.57882930297e+002
+4.24528622739e+005,-1.57948217461e+002
+4.32174277604e+005,-1.31178706624e+002
+4.39957628810e+005,-1.45394340033e+002
+4.47881156235e+005,-1.58166552858e+002
+4.55947384417e+005,-1.58824323514e+002
+4.64158883361e+005,-1.58239447297e+002
+4.72518269359e+005,-1.38398633835e+002
+4.81028205818e+005,-1.31708133579e+002
+4.89691404115e+005,-1.59476551805e+002
+4.98510624459e+005,-1.58436265975e+002
+5.07488676766e+005,-1.59422820320e+002
+5.16628421561e+005,-1.30814667394e+002
+5.25932770886e+005,-1.37882995969e+002
+5.35404689227e+005,-1.59665116071e+002
+5.45047194461e+005,-1.59748742391e+002
+5.54863358815e+005,-1.58424553338e+002
+5.64856309846e+005,-1.29451048805e+002
+5.75029231439e+005,-1.60533623926e+002
+5.85385364818e+005,-1.60381382182e+002
+5.95928009583e+005,-1.60370220168e+002
+6.06660524757e+005,-1.30085967232e+002
+6.17586329859e+005,-1.60863128359e+002
+6.28708905992e+005,-1.61342920751e+002
+6.40031796953e+005,-1.61450755775e+002
+6.51558610364e+005,-1.31793648243e+002
+6.63293018816e+005,-1.61468595708e+002
+6.75238761044e+005,-1.62005338022e+002
+6.87399643118e+005,-1.37777439608e+002
+6.99779539652e+005,-1.34425207377e+002
+7.12382395042e+005,-1.62114415863e+002
+7.25212224722e+005,-1.62338246360e+002
+7.38273116442e+005,-1.33201734137e+002
+7.51569231572e+005,-1.62562394581e+002
+7.65104806427e+005,-1.62795724184e+002
+7.78884153618e+005,-1.33805727600e+002
+7.92911663423e+005,-1.39186736146e+002
+8.07191805189e+005,-1.40393112861e+002
+8.21729128755e+005,-1.36076897806e+002
+8.36528265901e+005,-1.40242853874e+002
+8.51593931825e+005,-1.38950895817e+002
+8.66930926644e+005,-1.35906670539e+002
+8.82544136923e+005,-1.41093430735e+002
+8.98438537235e+005,-1.37519101245e+002
+9.14619191741e+005,-1.35825193635e+002
+9.31091255809e+005,-1.41476863091e+002
+9.47859977652e+005,-1.36243192217e+002
+9.64930700003e+005,-1.35926752221e+002
+9.82308861817e+005,-1.41285823097e+002
+1.00000000000e+006,-1.35940769532e+002
